price,beds,baths,sqft,pets,Kitchen,Features,Unique,Parking,term_length,latitude,longitude,postal_code,link
"$1,390+",Studio–1 Beds,1 Bath,385-420 Sqft,Cats OK,"Dishwasher, Refrigerator","Elevator, Gym","Availability 24 Hours, Bicycle storage, Ceiling Fan, Dryer, Heating: Gas, Intercom system, On-Site Management, Oven, Package Receiving, Pet Friendly, View Type: City, View Type: Water, Washer",,12-Month,41.901133,-87.63322,60610,https://www.apartmentguide.com/a/1100-N-Lasalle-Apartments-Chicago-IL-5963663/
"$1,950+",1 Bed,1 Bath,600 Sqft,"Dogs OK, Cats OK","Dishwasher, Microwave, Refrigerator","Office Center/Conference Room, Conference Room, Elevator, Gym","Availability 24 Hours, Barbecue Area, Bicycle storage, Building-wide Wireless, Disposal, Dryer, Flooring: Laminate, Freezer, Game Room, Heating: Gas, High-speed Internet Ready, Intercom system, Night Patrol, On-Site Management, Online Maintenance Portal, Online Rent Payment, Oven, Package Receiving, Party Room, Pet Friendly, Pet Washing Station, Picnic Area, Range, Rooftop Deck, Spanish Speaking Staff, TV Lounge, Tile Flooring, View Type: City, View Type: Park, Washer, Wheel Chair",,12-Month,41.985216,-87.67004,60660,https://www.apartmentguide.com/a/Anderson-Point-Chicago-IL-5894900/
"$1,860+",Studio–2 Beds,1–2 Baths,"613-1,187 Sqft","Dogs OK, Cats OK","Dishwasher, Microwave, Refrigerator","Office Center/Conference Room, Conference Room, Elevator, Gym","Barbecue Area, Bicycle storage, Club House, Dry Cleaning Drop Off, Dryer, Freezer, Garage Attached, On-Site Management, Online Maintenance Portal, Online Rent Payment, Oven, Package Receiving, Party Room, Pet Friendly, Range, Rooftop Deck, TV Lounge, View Type: City, Washer",Garage,12-Month,41.932468,-87.72969,60639,https://www.apartmentguide.com/a/The-Fields-Lofts-Chicago-IL-5924129/
"$2,154+",Studio–3 Beds,1–2 Baths,"446-1,234 Sqft","Dogs OK, Cats OK",,Gym,"Bicycle storage, Built-in kitchen islands*, Concierge, Coworking space with individual workstations, Custom closets*, Dryer, EV Car Charging Stations, Flooring: Wood, Gated Entry, Glass walk-in showers*, Grey roller shades, Group Excercise, Individual Climate Control, LG Stainless steel appliances, Latch Keyless Entry System, Off Street, Pet Friendly, Pet Washing Station, Pool, Quartz countertops, TV Lounge, Washer",Garage,12-Month,41.874297,-87.6759,60612,https://www.apartmentguide.com/a/The-Lydian-Chicago-IL-5922361/
"$1,550+",Studio–2 Beds,1 Bath,,"Dogs OK, Cats OK","Dishwasher, Microwave, Refrigerator",,"Availability 24 Hours, Dryer, Flooring: Laminate, Garden, Heating: Electric, High-speed Internet Ready, Intercom system, Online Maintenance Portal, Online Rent Payment, Oven, Pet Friendly, Range, Washer",,12-Month,42.009357,-87.67284,60626,https://www.apartmentguide.com/a/1710-W-Lunt-Chicago-IL-6079237/
"$1,686",2 Beds,1 Bath,,,,Elevator,"Laundry, Parking",,12-Month,41.765496,-87.57663,60649,https://www.apartmentguide.com/a/1962-E-71st-Place-Chicago-IL-5928073/
"$1,725+",Studio–4 Beds,1–9 Baths,"450-1,255 Sqft","Dogs OK, Cats OK","Dishwasher, Microwave, Stainless Steel Appliances","Office Center/Conference Room, Elevator, Gym","24hr Front Desk, Additional Storage, Amazon Hub, Bicycle storage, Carpet, Concierge, Dining Room, Eat-in Kitchen, Garage Detached, Garden, Granite Countertops, Hospitality Suite, Laundry, On-Site Convenience Store, On-Site Dry Cleaning, On-Site Management, On-Site Restaurant, Package Receiving, Penthouse Floor, Pet Friendly, Pets Allowed, Pool, Public Area Wifi, Renovated, Renovated Bathroom, Renovated Kitchen, TV Lounge, Walk-in Closet",Parking Available,12-Month,41.803234,-87.58526,60615,https://www.apartmentguide.com/a/Regents-Park-Chicago-IL-5892171/
"$2,430+",Studio–2 Beds,1–2 Baths,"500-1,285 Sqft","Dogs OK, Cats OK","Dishwasher, Stainless Steel Appliances","Elevator, Gym","Barbecue Area, Chef's Corner, Community Events, Complimentary Coffee Station, Coworking Spaces, Demonstration Kitchen, Designer-Furnished Apartments Available, Dryer, Game Room, Garden, Gathering and Networking Spaces, HVAC system with ION technology, Indoor and Outdoor Entertaining Areas, Light filtering roller shades, On-Site Management, Pet Friendly, Pool, Quartz Countertops, Rainfall Shower Heads, Secure Building Access, Sentral App, Soft Close Cabinetry, TV Lounge, Tall Ceiling Heights, Tesla EV Carsharing, Tile Backsplash, Vinyl Flooring, WELL-certified community, Walk-In or Bathtub Showers, Washer, WiFi in Common Areas, Yoga Studio",Garage,12-Month,41.871706,-87.62454,60605,https://www.apartmentguide.com/a/Sentral-Michigan-Avenue-Chicago-IL-5925190/
"$1,450",1 Bed,1 Bath,,"Dogs OK, Cats OK",,,"Intercom system, Laundry, Online Maintenance Portal, Online Rent Payment, Pantry, Pet Friendly, Spanish Speaking Staff",,12-Month,41.941835,-87.74882,60641,https://www.apartmentguide.com/a/4844-4850-W-Henderson-St-Chicago-IL-5949382/
"$1,915+",Studio–3 Beds,1–2.5 Baths,"465-1,785 Sqft","Dogs OK, Cats OK",,"Office Center/Conference Room, Gym","BBQ/Picnic Area, Bicycle storage, Designer Inspired Finishes, Dryer, Easy Access to Local Expressways, Free Weights, Garage Detached, High Ceilings, High-speed Internet Ready, Large Closets, Library, On-Site Maintenance, Package Receiving, Party Room, Pet Friendly, Pool, Spacious Floor Plans, Stunning Main Suites, Sundeck, Transportation, Upgraded Kitchens*, Voted Top Resident Satisfaction in 2020!, Washer, Washer/Dryer Included (Select Homes Only), Wraparound Windows",Garage,12-Month,41.885267,-87.61555,60601,https://www.apartmentguide.com/a/North-Harbor-Tower-Chicago-IL-5909635/
"$2,700",2 Beds,1 Bath,,,"Dishwasher, Microwave, Refrigerator",,"90+ Walkscore, Bicycle storage, Condo quality, Dining Room, High ceilings, Intercom system, Kitchen recently updated, Laundry, Master Bath, Modern bath fixtures, Porch, Range Oven, Recently rehabbed, Recently renovated, Small building, Stainless steel appliances, Walking/biking trails",,12-Month,41.945721,-87.65859,60657,https://www.apartmentguide.com/a/3507-13-N-Racine-Chicago-IL-5916993/
"$1,250+",Studio–1 Beds,1 Bath,515-683 Sqft,"Dogs OK, Cats OK","Dishwasher, Microwave, Refrigerator, Stainless Steel Appliances",Elevator,"Additional Storage, Availability 24 Hours, Bicycle storage, Ceiling Fan, Efficient Appliances, Furnished, Intercom system, Laundry, Lawn, On-Site Maintenance, Pet Friendly, Range, Recycling, Resident Keychain Program, Transportation, Window Coverings",,12-Month,41.80207,-87.59612,60615,https://www.apartmentguide.com/a/Ivy-At-Mason-Chicago-IL-5925079/
"$1,452+",Studio–1 Beds,1 Bath,277-587 Sqft,"Dogs OK, Cats OK",,"Office Center/Conference Room, Smoke-Free","Additional Storage, Bicycle storage, Blinds/Window Treatment, Ceiling Fan, Close to Restaurants and Shopping, Concierge, Crown Molding, Eat In Kitchens, Fire Pit, GE Appliances, Gated Entry, Granite Countertops in Select Apartments, Intercom system, Keyless Entry, Laundry, On-Site Maintenance, Outdoor Area with Gas Grills and Seating, Package Receiving, Pet Friendly, Pet-Friendly Building, Recycling, Reside Athletics, Reside Referral Program, TV Lounge, Tide Spin Lockers, Transportation, Updated Bathrooms, Updated Kitchens and Baths, Updated Lobby, Walk-in Closet",,12-Month,41.940338,-87.64071,60657,https://www.apartmentguide.com/a/Reside-At-Belmont-Harbor-Chicago-IL-5902722/
"$2,224+",Studio–1 Beds,1 Bath,538-779 Sqft,"Dogs OK, Cats OK",,Gym,"5-star Hotel Lobby, 9-Foot Ceilings, Availability 24 Hours, Barbecue Area, Bicycle storage, Club 805 Cafe Banquette and Work-From-Home Space, Club House, Coffee Bar, Contemporary Kitchens + Granite Counters, Dryer, Eco-Friendly Green Roof, Electric Vehicle Charging, Euro-style Cabinetry + Deep Single Bowl Sinks, Extra-Large Closets, Floor-To-Ceiling Windows, Game Room, Garage Detached, Garden, Grohe Faucets + Breakfast Bar, Hard-Surface Flooring, Large Bedrooms with Picture Windows, Library, Off Street, Onyx Whirlpool Appliances, Open-Concept Floor Plans, Package Receiving, Pet Friendly Apartments + Large Pets Welcome, Pool, Pressbox Dry Cleaning Lockers, Recycling, Rooftop Outdoor Living Room, Spa, TV Lounge, Upscale Yoga Room, Washer, Weight Training Center, Work Pods and Reading Nooks",Garage,12-Month,41.896832,-87.63233,60610,https://www.apartmentguide.com/a/Eight-O-Five-Chicago-IL-5927250/
"$1,700+",1–3 Beds,1–2 Baths,"846-1,410 Sqft","Dogs OK, Cats OK",Microwave,Gym,"Bicycle storage, Dining Room, Hard Surface Counter Tops, Laundry, Off Street, Pet Friendly, Pets Allowed, Renovated, TV Lounge",,12-Month,41.799457,-87.60456,60615,https://www.apartmentguide.com/a/5222-38-S-Drexel-Avenue-Chicago-IL-5928434/
"$1,585+",1–3 Beds,1 Bath,"650-1,050 Sqft","Dogs OK, Cats OK","Dishwasher, Microwave","Elevator, Gym","Bicycle storage, CTA Nearby, Cable, Free Internet, Garage Detached, Laundry, Maple Cabinets, Off Street, On-Site Maintenance, On-Site Management, On-site Bank, On-site Convenience Store, Package Receiving, Pet Friendly, Select Units Remodeled in 2016, Spacious Closets",,12-Month,41.998703,-87.65988,60626,https://www.apartmentguide.com/a/Sheridan-Lake-6401-N-Sheridan-Rd-Chicago-IL-5920534/
"$1,440",3 Beds,1 Bath,850 Sqft,,,,"Bonus Room/Den, Dining Room, Eat-in Kitchen, High-end Finishes, Laundry, Porch, Pre-wired Phone/Cable",,12-Month,41.873214,-87.75629,60644,https://www.apartmentguide.com/a/5236-W-Harrison-Chicago-IL-6053427/
"$2,000",2 Beds,2 Baths,,Cats OK,Stainless Steel Appliances,,"Dryer, Pet Friendly, Stone Countertops, Washer",,12-Month,41.999606,-87.69761,60645,https://www.apartmentguide.com/a/West-Ridge-Renovated-Apts!-Chicago-IL-6081334/
"$2,239+",Studio–2 Beds,1–2 Baths,"550-1,350 Sqft","Dogs OK, Cats OK","Dishwasher, Refrigerator, Stainless Steel Appliances","Elevator, Gym, Rec Room","Barbecue Area, Bicycle and Resident Storage, Chic Play Room, Co-Working Hubs, Concierge, Dryer, Efficient Appliances, Floor to Ceiling Windows, Garage Detached, Harwood Style Flooring, Large Closets, On-Site Management, Onsite Dry Cleaning - Tide Lockers, Package Receiving, Pedway Access, Pet Friendly, Pet Washing Station, Pool, Private Balcony, Range, Roller Shades, Spa, TV Lounge, Tile Backsplash, Transportation, Washer",Garage,12-Month,41.886689,-87.61797,60601,https://www.apartmentguide.com/a/Shoreham-And-Tides-Chicago-IL-5892887/
"$3,500+",2–3 Beds,1–3 Baths,"900-1,200 Sqft","Dogs OK, Cats OK","Dishwasher, Microwave, Refrigerator",Elevator,"Barbecue Area, Dryer, Freezer, Garage Attached, Heating: Gas, High-speed Internet Ready, Intercom system, Oven, Package Receiving, Pet Friendly, Range, Rooftop Deck, View Type: City, Washer",,12-Month,41.924422,-87.63933,60614,https://www.apartmentguide.com/a/2317-N-Clark-Chicago-IL-5921843/
"$1,548+",Studio–2 Beds,1 Bath,435-750 Sqft,Cats OK,,,"Availability 24 Hours, Bars within a 10-minute walk include Friar Tuck, Monsignor Murphy's, Avenue Tavern Chicago, Galway Bay and Fion Wine and Spirits., Bicycle storage, Kitchen 17, a vegan cafe that serves nachos, hummus, chik'n sandwiches, veggie burgers, pizza, iced cinnamon rolls and more, is less than a 10-minute walk., Laundry, Lincoln Park Zoo, showcasing klipspringers, tigers, gorillas, storks, turtles, monkeys, bears and giraffes, is within a 10-minute bus ride., Online Maintenance Portal, Package Receiving, Pet Friendly, Range",,12-Month,41.937412,-87.64105,60657,https://www.apartmentguide.com/a/441-W-Barry-Chicago-IL-6023913/
"$1,595+",Studio–1 Beds,1 Bath,373-671 Sqft,"Dogs OK, Cats OK",,"Elevator, Gym","Bicycle storage, Cardio & Strength Training, Community Wifi, Concierge, Custom Cabinetry, Dryer, Elevators, Floor-To-Ceiling Windows, Glass-Enclosed Rain Shower, Intercom system, Kitchen Island, On-Site Maintenance, On-Site Management, Package Receiving, Pet Friendly, Pet-Friendly And Pet Run, Roof Decks, Subway Tile Backsplash, TV Lounge, Washer, Wheel Chair, Wi-Fi",,12-Month,41.968901,-87.65932,60640,https://www.apartmentguide.com/a/The-Teller-House-Chicago-IL-5914315/
"$1,595+",Studio–3 Beds,1–2 Baths,,"Dogs OK, Cats OK",Dishwasher,"Elevator, Gym","Additional Storage, Availability 24 Hours, Bicycle storage, Close to Wrigley Field, Complementary Fiber Internet, Evening front desk attendant, Flooring: Wood, Grocery, cafes, shopping and restaurants nearby, including along Broadway and Southport, High-speed Internet Ready, Intercom system, Lake Front, Lake Shore Drive and public transit steps away, Large carpeted bedrooms, Laundry, Night Patrol, On-site drop-off dry cleaner, Online Maintenance Portal, Online Rent Payment, Package Receiving, Pet Friendly, Renovated mid-century building, Rooftop Deck, Tile Flooring, Walk-in Closet",Garage,12-Month,41.955954,-87.64567,60613,https://www.apartmentguide.com/a/4100-N-Marine-Dr-Chicago-IL-5909831/
"$2,464+",Studio–4 Beds,1–4 Baths,"482-2,703 Sqft","Dogs OK, Cats OK","Dishwasher, Microwave, Refrigerator","Office Center/Conference Room, Elevator, Gym, Rec Room","Availability 24 Hours, BBQ/Picnic Area, Basketball Court, Bicycle storage, Cable, Club House, Concierge, Dryer, East, Free Weights, Garage Detached, Gated Entry, Green Building, Group Excercise, Guest Room, High Ceilings, High-speed Internet Ready, Individual Climate Control, Large Closets, Laundry, Meal Service, Media Room, North, Off Street, On-Site Maintenance, On-Site Management, Package Receiving, Pet Friendly, Play Ground, Pool, Range, Recycling, Sauna, Skyline Collection, South, Spa, Spanish Speaking Staff, Sundeck, Transportation, Washer, West, Window Coverings",Garage,12-Month,41.86681,-87.62358,60605,https://www.apartmentguide.com/a/Nema-Chicago-Chicago-IL-5893617/
"$1,280+",Studio,1 Bath,400 Sqft,Cats OK,"Dishwasher, Stainless Steel Appliances",,"Heat/Water/Cooking Gas, No Security Deposit, On-Site Covered Parking, On-Site Maintenance, Pet Friendly, Recently Renovated",,12-Month,41.937453,-87.64048,60657,https://www.apartmentguide.com/a/421-W-Barry-Ave-Chicago-IL-5923031/
"$1,145+",Studio,1 Bath,,Cats OK,"Dishwasher, Microwave, Refrigerator",Gym,"Availability 24 Hours, Bicycle storage, CTA buses and El train stop nearby, Carpet, Ceiling Fan, Close to Lakeview shops, dining and nightlife, Complementary Fiber Internet, Freezer, High-speed Internet Ready, Lake Front, Laundry, Online Maintenance Portal, Online Rent Payment, Oven, Package Receiving, Pet Friendly, Public transit steps away, Range, Restaurants, shopping and nightlife nearby, Tile Flooring, View Type: Water, Walk-in Closet",,12-Month,41.933018,-87.64039,60614,https://www.apartmentguide.com/a/424-W-Diversey-Chicago-IL-5929519/
"$1,475",Studio,1 Bath,400 Sqft,Cats OK,"Dishwasher, Refrigerator",,"Flooring: Laminate, Freezer, Heating: Gas, Laundry, Oven, Pet Friendly, Vinyl Flooring",,12-Month,41.92963,-87.64472,60614,https://www.apartmentguide.com/a/644-W-Wrightwood-Chicago-IL-6231485/
"$1,380+",Studio–1 Beds,1 Bath,400-600 Sqft,"Dogs OK, Cats OK",,"Elevator, Gym","Ample Closet Space, Laundry, Off Street, On-Site Maintenance, Pet Friendly",,12-Month,41.951606,-87.64649,60613,https://www.apartmentguide.com/a/Grace-Shores-Chicago-IL-5964067/
"$1,595",1 Bed,1 Bath,710 Sqft,Cats OK,Dishwasher,,"Laundry, Pet Friendly",,12-Month,41.97493,-87.67829,60640,https://www.apartmentguide.com/a/5100-02-N-Winchester-_-1940-54-W-Winona-Chicago-IL-6121928/
"$1,430",1 Bed,1 Bath,375 Sqft,"Dogs OK, Cats OK",,,Pet Friendly,,12-Month,41.974835,-87.65595,60640,https://www.apartmentguide.com/a/5051-N-Kenmore-Ave-Chicago-IL-5898417/
"$2,095+",1–3 Beds,1–2 Baths,"900-1,500 Sqft","Dogs OK, Cats OK","Dishwasher, Microwave, Refrigerator, Stainless Steel Appliances","Elevator, Gym, Smoke-Free","Additional Storage, Availability 24 Hours, Bicycle storage, Cable, Carpet, Ceiling Fan, Dryer, Exposed Brick Walls, Fitness room, Flooring: Laminate, Garage Attached, Heating: Gas, High-speed Internet Ready, Historic Building, Intercom system, Kitchen Island, Large Closets, Lofted bedroom, Online Maintenance Portal, Online Rent Payment, Oven, Package Receiving, Pet Friendly, Range, Renovated Loft-style Apartments Available, Rooftop Deck, Spacious Open Floorplans, TV Lounge, Vaulted Ceiling, View Type: City, View Type: Water, Washer",,12-Month,41.860519,-87.62676,60605,https://www.apartmentguide.com/a/Carriage-House-Lofts-Chicago-IL-5930289/
"$1,600+",Studio–2 Beds,1 Bath,375-850 Sqft,"Dogs OK, Cats OK","Dishwasher, Microwave, Refrigerator",Gym,"Dryer, Freezer, Garage Attached, Heating: Electric, Intercom system, Online Maintenance Portal, Online Rent Payment, Oven, Pet Friendly, Range, Vinyl Flooring, Washer",,12-Month,41.984987,-87.66936,60660,https://www.apartmentguide.com/a/The-Andy-Chicago-IL-5998458/
"$2,200+",3 Beds,1–2 Baths,670-945 Sqft,"Dogs OK, Cats OK","Dishwasher, Microwave, Refrigerator",Gym,"Bike Parking, Built In Closet Organizer, Convenient Access to Shopping Dining & Entertainment, Dryer, Easy CTA Access, Excellently Sized Bedrooms, Exposed Brick Accent Wall, Gated Entry, Great Closet Space, High-speed Internet Ready, Intercom system, Key FOB Entry, NEW Quartz Countertops with Deep Undermount Sink, Nearby Parking Options for Additional Monthly Fee, Newly Renovated Summer 2024, Pet Friendly, Range Oven, Recycling, Short Distance to Parks & Beaches, TV Lounge, Three Queen/Olympic Queen Bedrooms, Washer, Water + Wi-Fi Included, Water + WiFi Included",,12-Month,42.022678,-87.67011,60626,https://www.apartmentguide.com/a/The-Juneway-Gardens-Chicago-IL-5927264/
"$2,300+",2–3 Beds,1–2 Baths,528-929 Sqft,"Dogs OK, Cats OK","Dishwasher, Microwave, Refrigerator",,"Convenient Access to Shopping Dining & Entertainment, Dryer, Easy CTA Access, Intercom system, Newly Renovated Summer 2024, On-Site Parking Options for Additional Monthly Fee, Pet Friendly, Range Oven, Recycling, Short Distance to Parks & Beaches, Washer",,12-Month,42.007589,-87.66343,60626,https://www.apartmentguide.com/a/The-Morse-Lakewood-Chicago-IL-5929266/
